"","rule","precision","recall"
"5613","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_3_44}>",0.06666667,0.01538462
"5614","<{saml.status.DS_7_69,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.06666667,0.04761904
"5615","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_66},{saml.status.DS_7_81}>",0.06666667,0.04761904
"5616","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.06666667,0.04761904
"5617","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.06666667,0.04761904
"5618","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66},{saml.status.DS_7_81}>",0.06666667,0.04761904
"5619","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.06666667,0.04761904
"5620","<{saml.status.DS_3_44,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.06666667,0.0325
"5621","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.06666667,0.0325
"5622","<{saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5623","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5624","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5625","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5626","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5627","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5628","<{saml.status.DS_3_46},{saml.status.DS_3_46}>",0.06666666,0.06666666
"5629","<{saml.status.DS_3_46},{saml.status.DS_3_44}>",0.06666666,0.03974359
"5630","<{saml.status.DS_3_46,saml.status.DS_7_21},{saml.status.DS_3_46}>",0.06666666,0.06666666
"5631","<{saml.status.DS_3_46,saml.status.DS_7_21},{saml.status.DS_3_44}>",0.06666666,0.03974359
"5632","<{saml.status.DS_3_44,saml.status.DS_7_8},{saml.status.DS_7_81}>",0.06666666,0.02857142
"5633","<{saml.status.DS_3_44,saml.status.DS_7_81},{saml.status.DS_7_81}>",0.06666666,0.02857142
"5634","<{saml.status.DS_3_44,saml.status.DS_7_81},{saml.status.DS_7_69}>",0.06666666,0.009298246
"5635","<{saml.status.DS_3_44,saml.status.DS_7_81},{saml.status.DS_7_68}>",0.06666666,0.011225806
"5636","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5637","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.06666666,0.005964912
"5638","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5639","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5640","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.06666666,0.005964912
"5641","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5642","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5643","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.06666666,0.005964912
"5644","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5645","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5646","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.06666666,0.005964912
"5647","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5648","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5649","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.06666666,0.005964912
"5650","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5651","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5652","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.06666666,0.005964912
"5653","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5654","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5655","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.06666666,0.005964912
"5656","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5657","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5658","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.06666666,0.005964912
"5659","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.06666666,0.007225806
"5660","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5661","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_63},{saml.status.DS_7_81}>",0.06666666,0.02857142
"5662","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5663","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5664","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5665","<{saml.status.DS_3_44,saml.status.DS_7_63},{saml.status.DS_7_81}>",0.06666666,0.02857142
"5666","<{saml.status.DS_3_44,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5667","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.06666666,0.04166667
"5668","<{saml.status.DS_3_44,saml.status.DS_3_46},{saml.status.DS_3_46}>",0.06666666,0.06666666
"5669","<{saml.status.DS_3_44,saml.status.DS_3_46},{saml.status.DS_3_44}>",0.06666666,0.03974359
"5670","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_21},{saml.status.DS_3_46}>",0.06666666,0.06666666
"5671","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_21},{saml.status.DS_3_44}>",0.06666666,0.03974359
"5672","<{saml.status.DS_7_67},{saml.status.DS_7_22}>",0.06633829,0.24166667
"5673","<{saml.status.DS_7_69,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.06620286,0.22166667
"5674","<{saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.06579364,0.22166667
"5675","<{saml.status.DS_7_69,saml.status.DS_7_66},{saml.status.DS_7_81}>",0.06538462,0.04761904
"5676","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_66},{saml.status.DS_7_81}>",0.06538462,0.04761904
"5677","<{saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.06538462,0.04761904
"5678","<{saml.status.DS_7_21,saml.status.DS_7_66},{saml.status.DS_7_81}>",0.06538462,0.04761904
"5679","<{saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.06538462,0.04761904
"5680","<{saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.06538462,0.04761904
"5681","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66},{saml.status.DS_7_81}>",0.06538462,0.04761904
"5682","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.06538462,0.04761904
"5683","<{saml.status.DS_3_44},{saml.status.DS_7_8}>",0.06474359,0.125
"5684","<{saml.status.DS_3_44},{saml.status.DS_7_81}>",0.06474359,0.08571428
"5685","<{saml.status.DS_7_81},{saml.status.DS_7_8}>",0.06428571,0.075
"5686","<{saml.status.DS_7_81},{saml.status.DS_7_63}>",0.06428571,0.08333333
"5687","<{saml.status.DS_7_66},{saml.status.DS_7_81}>",0.06333333,0.04761904
"5688","<{saml.status.DS_7_20,saml.status.DS_7_66},{saml.status.DS_7_81}>",0.06333333,0.04761904
"5689","<{saml.status.DS_7_69,saml.status.DS_7_68},{saml.status.DS_3_44}>",0.05971428,0.232692308
"5690","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_3_44}>",0.05971428,0.232692308
"5691","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.05833333,0.007225806
"5692","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5693","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.05833333,0.007225806
"5694","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5695","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5696","<{saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5697","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05833333,0.04166667
"5698","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.05833333,0.007225806
"5699","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5700","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_8}>",0.05833333,0.04166667
"5701","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_68}>",0.05833333,0.007225806
"5702","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5703","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05833333,0.04166667
"5704","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.05833333,0.007225806
"5705","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5706","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21},{saml.status.DS_7_8}>",0.05833333,0.04166667
"5707","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5708","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05833333,0.04166667
"5709","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5710","<{saml.status.DS_3_44,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5711","<{saml.status.DS_3_44,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.05833333,0.020833333
"5712","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5713","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.05833333,0.020833333
"5714","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05833333,0.04166667
"5715","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05833333,0.015757576
"5716","<{saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_3_44}>",0.05792857,0.232692308
"5717","<{saml.status.DS_7_68},{saml.status.DS_3_44}>",0.05507692,0.24807692
"5718","<{saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.05333333,0.007225806
"5719","<{saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05333333,0.015757576
"5720","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.05333333,0.007225806
"5721","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05333333,0.015757576
"5722","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05333333,0.04166667
"5723","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.05333333,0.007225806
"5724","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05333333,0.015757576
"5725","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_8}>",0.05333333,0.04166667
"5726","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.05333333,0.015757576
"5727","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_8}>",0.05333333,0.04166667
"5728","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_68}>",0.05333333,0.007225806
"5729","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_66}>",0.05333333,0.015757576
"5730","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05333333,0.04166667
"5731","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.05333333,0.007225806
"5732","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.05333333,0.015757576
"5733","<{saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_8}>",0.05,0.05
"5734","<{saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_81}>",0.05,0.05
"5735","<{saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_63}>",0.05,0.05
"5736","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5737","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
"5738","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.05,0.05
"5739","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05,0.05
"5740","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_81}>",0.05,0.05
"5741","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_63}>",0.05,0.05
"5742","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5743","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
"5744","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.05,0.05
"5745","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_8}>",0.05,0.05
"5746","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_81}>",0.05,0.05
"5747","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_63}>",0.05,0.05
"5748","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5749","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
"5750","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.05,0.05
"5751","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05,0.05
"5752","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_81}>",0.05,0.05
"5753","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_63}>",0.05,0.05
"5754","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5755","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
"5756","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.05,0.05
"5757","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_8}>",0.05,0.05
"5758","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_81}>",0.05,0.05
"5759","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_63}>",0.05,0.05
"5760","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5761","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
"5762","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.05,0.05
"5763","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05,0.05
"5764","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_81}>",0.05,0.05
"5765","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_63}>",0.05,0.05
"5766","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5767","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
"5768","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.05,0.05
"5769","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_8}>",0.05,0.05
"5770","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_81}>",0.05,0.05
"5771","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_63}>",0.05,0.05
"5772","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5773","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
"5774","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.05,0.05
"5775","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05,0.05
"5776","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_81}>",0.05,0.05
"5777","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_63}>",0.05,0.05
"5778","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5779","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
"5780","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.05,0.05
"5781","<{saml.status.DS_7_8,saml.status.DS_7_20},{saml.status.DS_7_8}>",0.05,0.05
"5782","<{saml.status.DS_7_8,saml.status.DS_7_20},{saml.status.DS_7_81}>",0.05,0.05
"5783","<{saml.status.DS_7_8,saml.status.DS_7_20},{saml.status.DS_7_63}>",0.05,0.05
"5784","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5785","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
"5786","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.05,0.05
"5787","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05,0.05
"5788","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_81}>",0.05,0.05
"5789","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_63}>",0.05,0.05
"5790","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5791","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
"5792","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.05,0.05
"5793","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_8}>",0.05,0.05
"5794","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_81}>",0.05,0.05
"5795","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_63}>",0.05,0.05
"5796","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5797","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
"5798","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.05,0.05
"5799","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.05,0.05
"5800","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_81}>",0.05,0.05
"5801","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_63}>",0.05,0.05
"5802","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.05,0.05
"5803","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.05,0.05
